,election_year,place_(zz_=_exterior),municipality_name,municipality_code,gender_code,gender_description,educational_attainment_code,age_group_description,educational_attainment_description,quantity_of_voters
1306,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,18 A 20 ANOS,SUPERIOR COMPLETO,1
1307,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,18 A 20 ANOS,SUPERIOR INCOMPLETO,2
1308,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,18 A 20 ANOS,SUPERIOR INCOMPLETO,27
1309,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,21 A 24 ANOS,ENSINO FUNDAMENTAL COMPLETO,26
1310,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,21 A 24 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
1311,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,21 A 24 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,25
1312,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,21 A 24 ANOS,ENSINO MEDIO COMPLETO,167
1313,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,21 A 24 ANOS,ENSINO MEDIO COMPLETO,6
1314,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,21 A 24 ANOS,ENSINO MEDIO INCOMPLETO,111
1315,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,21 A 24 ANOS,ENSINO MEDIO INCOMPLETO,4
1316,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,21 A 24 ANOS,SUPERIOR COMPLETO,1
1317,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,21 A 24 ANOS,SUPERIOR COMPLETO,11
1318,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,21 A 24 ANOS,SUPERIOR INCOMPLETO,7
1319,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,21 A 24 ANOS,SUPERIOR INCOMPLETO,88
1320,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,1,25 A 34 ANOS,ANALFABETO,1
1321,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,25 A 34 ANOS,ENSINO FUNDAMENTAL COMPLETO,128
1322,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,25 A 34 ANOS,ENSINO FUNDAMENTAL COMPLETO,3
1323,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,25 A 34 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,177
1324,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,25 A 34 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,7
1325,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,29
1326,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,690
1327,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,291
1328,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,6
1329,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,2,25 A 34 ANOS,LE E ESCREVE,14
1330,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,25 A 34 ANOS,SUPERIOR COMPLETO,12
1331,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,25 A 34 ANOS,SUPERIOR COMPLETO,170
1332,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,220
1333,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,4
1334,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,167
1335,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,3
1336,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,234
1337,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,6
1338,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,23
1339,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,610
1340,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,220
1341,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,8
1342,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,2,35 A 44 ANOS,LE E ESCREVE,13
1343,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,35 A 44 ANOS,SUPERIOR COMPLETO,12
1344,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,35 A 44 ANOS,SUPERIOR COMPLETO,279
1345,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,193
1346,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,4
1347,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,1,45 A 59 ANOS,ANALFABETO,1
1348,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,10
1349,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,187
1350,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,191
1351,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,3
1352,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,20
1353,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,606
1354,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,45 A 59 ANOS,ENSINO MEDIO INCOMPLETO,191
1355,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,2,45 A 59 ANOS,LE E ESCREVE,25
1356,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,45 A 59 ANOS,SUPERIOR COMPLETO,14
1357,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,45 A 59 ANOS,SUPERIOR COMPLETO,339
1358,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,188
1359,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,5
1360,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,60 A 69 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
1361,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,60 A 69 ANOS,ENSINO FUNDAMENTAL COMPLETO,23
1362,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,60 A 69 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,28
1363,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,2
1364,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,68
1365,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,60 A 69 ANOS,ENSINO MEDIO INCOMPLETO,28
1366,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,2,60 A 69 ANOS,LE E ESCREVE,5
1367,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,60 A 69 ANOS,SUPERIOR COMPLETO,1
1368,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,60 A 69 ANOS,SUPERIOR COMPLETO,51
1369,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,60 A 69 ANOS,SUPERIOR INCOMPLETO,19
1370,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,70 A 79 ANOS,ENSINO FUNDAMENTAL COMPLETO,6
1371,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,70 A 79 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,5
1372,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,70 A 79 ANOS,ENSINO MEDIO COMPLETO,7
1373,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,70 A 79 ANOS,ENSINO MEDIO INCOMPLETO,1
1374,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,70 A 79 ANOS,SUPERIOR COMPLETO,11
1375,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,70 A 79 ANOS,SUPERIOR INCOMPLETO,4
1376,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,SUPERIOR A 79 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
1377,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,2,SUPERIOR A 79 ANOS,LE E ESCREVE,2
1378,2010,ZZ,REPUBLICA DO CONGO,39187,1,FEMININO,8,25 A 34 ANOS,SUPERIOR COMPLETO,2
1379,2010,ZZ,REPUBLICA DO CONGO,39187,1,FEMININO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,1
1380,2010,ZZ,REPUBLICA DO CONGO,39187,1,MASCULINO,4,25 A 34 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
1381,2010,ZZ,REPUBLICA DO CONGO,39187,1,MASCULINO,3,25 A 34 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
1382,2010,ZZ,REPUBLICA DO CONGO,39187,1,MASCULINO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,4
1383,2010,ZZ,REPUBLICA DO CONGO,39187,1,MASCULINO,8,25 A 34 ANOS,SUPERIOR COMPLETO,2
1384,2010,ZZ,REPUBLICA DO CONGO,39187,1,MASCULINO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
1385,2010,ZZ,REPUBLICA DO CONGO,39187,1,MASCULINO,3,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
1386,2010,ZZ,REPUBLICA DO CONGO,39187,1,MASCULINO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,1
1387,2010,ZZ,REPUBLICA DO CONGO,39187,1,MASCULINO,4,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
1388,2010,ZZ,REPUBLICA DO CONGO,39187,1,MASCULINO,3,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
1389,2010,ZZ,REPUBLICA DO CONGO,39187,1,MASCULINO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,6
1390,2010,ZZ,REPUBLICA DO CONGO,39187,1,MASCULINO,5,45 A 59 ANOS,ENSINO MEDIO INCOMPLETO,3
1391,2010,ZZ,REPUBLICA DO CONGO,39187,1,MASCULINO,2,45 A 59 ANOS,LE E ESCREVE,1
1392,2010,ZZ,REPUBLICA DO CONGO,39187,1,MASCULINO,8,45 A 59 ANOS,SUPERIOR COMPLETO,4
1393,2010,ZZ,REPUBLICA DO CONGO,39187,1,MASCULINO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,1
1394,2010,ZZ,REPUBLICA DO CONGO,39187,1,MASCULINO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,1
1395,2010,ZZ,BARBADOS,98663,1,FEMININO,7,18 A 20 ANOS,SUPERIOR INCOMPLETO,1
1396,2010,ZZ,BARBADOS,98663,1,FEMININO,3,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,2
1397,2010,ZZ,BARBADOS,98663,1,FEMININO,8,35 A 44 ANOS,SUPERIOR COMPLETO,2
1398,2010,ZZ,BARBADOS,98663,1,FEMININO,8,45 A 59 ANOS,SUPERIOR COMPLETO,3
1399,2010,ZZ,BARBADOS,98663,1,MASCULINO,8,25 A 34 ANOS,SUPERIOR COMPLETO,1
1400,2010,ZZ,BARBADOS,98663,1,MASCULINO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,1
1401,2010,ZZ,BARBADOS,98663,1,MASCULINO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,1
1402,2010,ZZ,BARBADOS,98663,1,MASCULINO,8,60 A 69 ANOS,SUPERIOR COMPLETO,1
1403,2010,ZZ,BELGICA,98922,1,FEMININO,5,17 ANOS,ENSINO MEDIO INCOMPLETO,2
1404,2010,ZZ,BELGICA,98922,1,FEMININO,4,18 A 20 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
1405,2010,ZZ,BELGICA,98922,1,FEMININO,6,18 A 20 ANOS,ENSINO MEDIO COMPLETO,4
1406,2010,ZZ,BELGICA,98922,1,FEMININO,5,18 A 20 ANOS,ENSINO MEDIO INCOMPLETO,17
1407,2010,ZZ,BELGICA,98922,1,FEMININO,2,18 A 20 ANOS,LE E ESCREVE,4
1408,2010,ZZ,BELGICA,98922,1,FEMININO,7,18 A 20 ANOS,SUPERIOR INCOMPLETO,5
1409,2010,ZZ,BELGICA,98922,1,FEMININO,4,21 A 24 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
1410,2010,ZZ,BELGICA,98922,1,FEMININO,3,21 A 24 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,3
1411,2010,ZZ,BELGICA,98922,1,FEMININO,6,21 A 24 ANOS,ENSINO MEDIO COMPLETO,25
1412,2010,ZZ,BELGICA,98922,1,FEMININO,5,21 A 24 ANOS,ENSINO MEDIO INCOMPLETO,6
1413,2010,ZZ,BELGICA,98922,1,FEMININO,2,21 A 24 ANOS,LE E ESCREVE,4
1414,2010,ZZ,BELGICA,98922,1,FEMININO,8,21 A 24 ANOS,SUPERIOR COMPLETO,4
1415,2010,ZZ,BELGICA,98922,1,FEMININO,7,21 A 24 ANOS,SUPERIOR INCOMPLETO,15
1416,2010,ZZ,BELGICA,98922,1,FEMININO,4,25 A 34 ANOS,ENSINO FUNDAMENTAL COMPLETO,14
1417,2010,ZZ,BELGICA,98922,1,FEMININO,3,25 A 34 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,28
1418,2010,ZZ,BELGICA,98922,1,FEMININO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,101
1419,2010,ZZ,BELGICA,98922,1,FEMININO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,36
1420,2010,ZZ,BELGICA,98922,1,FEMININO,2,25 A 34 ANOS,LE E ESCREVE,9
1421,2010,ZZ,BELGICA,98922,1,FEMININO,8,25 A 34 ANOS,SUPERIOR COMPLETO,87
1422,2010,ZZ,BELGICA,98922,1,FEMININO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,59
1423,2010,ZZ,BELGICA,98922,1,FEMININO,1,35 A 44 ANOS,ANALFABETO,1
1424,2010,ZZ,BELGICA,98922,1,FEMININO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,18
1425,2010,ZZ,BELGICA,98922,1,FEMININO,3,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,32
1426,2010,ZZ,BELGICA,98922,1,FEMININO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,163
1427,2010,ZZ,BELGICA,98922,1,FEMININO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,58
1428,2010,ZZ,BELGICA,98922,1,FEMININO,2,35 A 44 ANOS,LE E ESCREVE,9
1429,2010,ZZ,BELGICA,98922,1,FEMININO,8,35 A 44 ANOS,SUPERIOR COMPLETO,126
1430,2010,ZZ,BELGICA,98922,1,FEMININO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,41
1431,2010,ZZ,BELGICA,98922,1,FEMININO,1,45 A 59 ANOS,ANALFABETO,2
1432,2010,ZZ,BELGICA,98922,1,FEMININO,4,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,29
1433,2010,ZZ,BELGICA,98922,1,FEMININO,3,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,36
1434,2010,ZZ,BELGICA,98922,1,FEMININO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,97
1435,2010,ZZ,BELGICA,98922,1,FEMININO,5,45 A 59 ANOS,ENSINO MEDIO INCOMPLETO,32
1436,2010,ZZ,BELGICA,98922,1,FEMININO,2,45 A 59 ANOS,LE E ESCREVE,17
1437,2010,ZZ,BELGICA,98922,1,FEMININO,8,45 A 59 ANOS,SUPERIOR COMPLETO,146
1438,2010,ZZ,BELGICA,98922,1,FEMININO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,34
1439,2010,ZZ,BELGICA,98922,1,FEMININO,1,60 A 69 ANOS,ANALFABETO,2
1440,2010,ZZ,BELGICA,98922,1,FEMININO,4,60 A 69 ANOS,ENSINO FUNDAMENTAL COMPLETO,3
1441,2010,ZZ,BELGICA,98922,1,FEMININO,3,60 A 69 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,2
1442,2010,ZZ,BELGICA,98922,1,FEMININO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,11
1443,2010,ZZ,BELGICA,98922,1,FEMININO,5,60 A 69 ANOS,ENSINO MEDIO INCOMPLETO,2
1444,2010,ZZ,BELGICA,98922,1,FEMININO,2,60 A 69 ANOS,LE E ESCREVE,4
1445,2010,ZZ,BELGICA,98922,1,FEMININO,8,60 A 69 ANOS,SUPERIOR COMPLETO,22
1446,2010,ZZ,BELGICA,98922,1,FEMININO,7,60 A 69 ANOS,SUPERIOR INCOMPLETO,3
1447,2010,ZZ,BELGICA,98922,1,FEMININO,4,70 A 79 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
1448,2010,ZZ,BELGICA,98922,1,FEMININO,3,70 A 79 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
1449,2010,ZZ,BELGICA,98922,1,FEMININO,6,70 A 79 ANOS,ENSINO MEDIO COMPLETO,1
1450,2010,ZZ,BELGICA,98922,1,FEMININO,5,70 A 79 ANOS,ENSINO MEDIO INCOMPLETO,1
1451,2010,ZZ,BELGICA,98922,1,FEMININO,2,70 A 79 ANOS,LE E ESCREVE,1
1452,2010,ZZ,BELGICA,98922,1,FEMININO,8,70 A 79 ANOS,SUPERIOR COMPLETO,4
1453,2010,ZZ,BELGICA,98922,1,FEMININO,3,INVÁLIDA,ENSINO FUNDAMENTAL INCOMPLETO,1
1454,2010,ZZ,BELGICA,98922,1,FEMININO,6,SUPERIOR A 79 ANOS,ENSINO MEDIO COMPLETO,3
1455,2010,ZZ,BELGICA,98922,1,FEMININO,5,SUPERIOR A 79 ANOS,ENSINO MEDIO INCOMPLETO,1
1456,2010,ZZ,BELGICA,98922,1,MASCULINO,5,17 ANOS,ENSINO MEDIO INCOMPLETO,2
1457,2010,ZZ,BELGICA,98922,1,MASCULINO,4,18 A 20 ANOS,ENSINO FUNDAMENTAL COMPLETO,2
1458,2010,ZZ,BELGICA,98922,1,MASCULINO,3,18 A 20 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,3
1459,2010,ZZ,BELGICA,98922,1,MASCULINO,6,18 A 20 ANOS,ENSINO MEDIO COMPLETO,22
1460,2010,ZZ,BELGICA,98922,1,MASCULINO,5,18 A 20 ANOS,ENSINO MEDIO INCOMPLETO,35
1461,2010,ZZ,BELGICA,98922,1,MASCULINO,2,18 A 20 ANOS,LE E ESCREVE,2
1462,2010,ZZ,BELGICA,98922,1,MASCULINO,7,18 A 20 ANOS,SUPERIOR INCOMPLETO,3
1463,2010,ZZ,BELGICA,98922,1,MASCULINO,4,21 A 24 ANOS,ENSINO FUNDAMENTAL COMPLETO,4
1464,2010,ZZ,BELGICA,98922,1,MASCULINO,3,21 A 24 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,4
1465,2010,ZZ,BELGICA,98922,1,MASCULINO,6,21 A 24 ANOS,ENSINO MEDIO COMPLETO,12
1466,2010,ZZ,BELGICA,98922,1,MASCULINO,5,21 A 24 ANOS,ENSINO MEDIO INCOMPLETO,25
1467,2010,ZZ,BELGICA,98922,1,MASCULINO,2,21 A 24 ANOS,LE E ESCREVE,2
1468,2010,ZZ,BELGICA,98922,1,MASCULINO,8,21 A 24 ANOS,SUPERIOR COMPLETO,4
1469,2010,ZZ,BELGICA,98922,1,MASCULINO,7,21 A 24 ANOS,SUPERIOR INCOMPLETO,12
1470,2010,ZZ,BELGICA,98922,1,MASCULINO,4,25 A 34 ANOS,ENSINO FUNDAMENTAL COMPLETO,10
1471,2010,ZZ,BELGICA,98922,1,MASCULINO,3,25 A 34 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,11
1472,2010,ZZ,BELGICA,98922,1,MASCULINO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,48
1473,2010,ZZ,BELGICA,98922,1,MASCULINO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,23
1474,2010,ZZ,BELGICA,98922,1,MASCULINO,2,25 A 34 ANOS,LE E ESCREVE,3
1475,2010,ZZ,BELGICA,98922,1,MASCULINO,8,25 A 34 ANOS,SUPERIOR COMPLETO,46
1476,2010,ZZ,BELGICA,98922,1,MASCULINO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,36
1477,2010,ZZ,BELGICA,98922,1,MASCULINO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,17
1478,2010,ZZ,BELGICA,98922,1,MASCULINO,3,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,24
1479,2010,ZZ,BELGICA,98922,1,MASCULINO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,44
1480,2010,ZZ,BELGICA,98922,1,MASCULINO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,17
1481,2010,ZZ,BELGICA,98922,1,MASCULINO,2,35 A 44 ANOS,LE E ESCREVE,11
1482,2010,ZZ,BELGICA,98922,1,MASCULINO,8,35 A 44 ANOS,SUPERIOR COMPLETO,55
1483,2010,ZZ,BELGICA,98922,1,MASCULINO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,24
1484,2010,ZZ,BELGICA,98922,1,MASCULINO,4,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,5
1485,2010,ZZ,BELGICA,98922,1,MASCULINO,3,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,15
1486,2010,ZZ,BELGICA,98922,1,MASCULINO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,21
1487,2010,ZZ,BELGICA,98922,1,MASCULINO,5,45 A 59 ANOS,ENSINO MEDIO INCOMPLETO,13
1488,2010,ZZ,BELGICA,98922,1,MASCULINO,2,45 A 59 ANOS,LE E ESCREVE,5
1489,2010,ZZ,BELGICA,98922,1,MASCULINO,8,45 A 59 ANOS,SUPERIOR COMPLETO,67
1490,2010,ZZ,BELGICA,98922,1,MASCULINO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,12
1491,2010,ZZ,BELGICA,98922,1,MASCULINO,3,60 A 69 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
1492,2010,ZZ,BELGICA,98922,1,MASCULINO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,3
1493,2010,ZZ,BELGICA,98922,1,MASCULINO,5,60 A 69 ANOS,ENSINO MEDIO INCOMPLETO,1
1494,2010,ZZ,BELGICA,98922,1,MASCULINO,8,60 A 69 ANOS,SUPERIOR COMPLETO,12
1495,2010,ZZ,BELGICA,98922,1,MASCULINO,7,60 A 69 ANOS,SUPERIOR INCOMPLETO,1
1496,2010,ZZ,BELGICA,98922,1,MASCULINO,3,70 A 79 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
1497,2010,ZZ,BELGICA,98922,1,MASCULINO,6,70 A 79 ANOS,ENSINO MEDIO COMPLETO,1
1498,2010,ZZ,BELGICA,98922,1,MASCULINO,8,70 A 79 ANOS,SUPERIOR COMPLETO,9
1499,2010,ZZ,BELGICA,98922,1,MASCULINO,7,70 A 79 ANOS,SUPERIOR INCOMPLETO,1
1500,2010,ZZ,BELGICA,98922,1,MASCULINO,6,SUPERIOR A 79 ANOS,ENSINO MEDIO COMPLETO,1
1501,2010,ZZ,BELGICA,98922,1,MASCULINO,8,SUPERIOR A 79 ANOS,SUPERIOR COMPLETO,1
1502,2010,ZZ,BELGICA,98922,1,MASCULINO,7,SUPERIOR A 79 ANOS,SUPERIOR INCOMPLETO,2
1503,2010,ZZ,ROMENIA,98647,1,FEMININO,4,18 A 20 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
1504,2010,ZZ,ROMENIA,98647,1,FEMININO,7,18 A 20 ANOS,SUPERIOR INCOMPLETO,1
1505,2010,ZZ,ROMENIA,98647,1,FEMININO,7,21 A 24 ANOS,SUPERIOR INCOMPLETO,4
1506,2010,ZZ,ROMENIA,98647,1,FEMININO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,1
1507,2010,ZZ,ROMENIA,98647,1,FEMININO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,2
1508,2010,ZZ,ROMENIA,98647,1,FEMININO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,1
1509,2010,ZZ,ROMENIA,98647,1,FEMININO,8,35 A 44 ANOS,SUPERIOR COMPLETO,7
1510,2010,ZZ,ROMENIA,98647,1,FEMININO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,2
1511,2010,ZZ,ROMENIA,98647,1,FEMININO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,4
1512,2010,ZZ,ROMENIA,98647,1,FEMININO,5,45 A 59 ANOS,ENSINO MEDIO INCOMPLETO,1
1513,2010,ZZ,ROMENIA,98647,1,FEMININO,8,45 A 59 ANOS,SUPERIOR COMPLETO,6
1514,2010,ZZ,ROMENIA,98647,1,FEMININO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,1
1515,2010,ZZ,ROMENIA,98647,1,FEMININO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,1
1516,2010,ZZ,ROMENIA,98647,1,FEMININO,8,60 A 69 ANOS,SUPERIOR COMPLETO,2
1517,2010,ZZ,ROMENIA,98647,1,MASCULINO,6,18 A 20 ANOS,ENSINO MEDIO COMPLETO,1
1518,2010,ZZ,ROMENIA,98647,1,MASCULINO,5,21 A 24 ANOS,ENSINO MEDIO INCOMPLETO,2
1519,2010,ZZ,ROMENIA,98647,1,MASCULINO,8,21 A 24 ANOS,SUPERIOR COMPLETO,1
1520,2010,ZZ,ROMENIA,98647,1,MASCULINO,7,21 A 24 ANOS,SUPERIOR INCOMPLETO,1
1521,2010,ZZ,ROMENIA,98647,1,MASCULINO,3,25 A 34 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
